profile_key,city,num_days,solver,num_candidates,total_relevance,avg_relevance,num_activities_included,real_overrun_day_rate,real_overrun_min_avg,idle_minutes_per_day,stops_per_day,solve_time_ms
family_teen,Madrid,4,toptw,60,15.6696,0.6529,24,0.0,0.0,153.6,6.0,451
family_teen,Madrid,4,toptw,80,15.7204,0.6288,25,0.0,0.0,134.6,6.25,474
family_teen,Madrid,4,toptw,100,16.1863,0.6225,26,0.0,0.0,120.5,6.5,1174
family_teen,Madrid,4,toptw,120,16.2555,0.6252,26,0.0,0.0,124.8,6.5,6030
couple_museums,Madrid,2,greedy,80,10.7347,0.8257,13,0.0,0.0,22.0,6.5,756
couple_museums,Madrid,2,toptw,20,9.7719,0.8884,11,0.0,0.0,86.4,5.5,303
couple_museums,Madrid,2,toptw,40,12.3019,0.8787,14,0.0,0.0,80.0,7.0,433
couple_museums,Madrid,2,toptw,60,11.8483,0.8463,14,0.0,0.0,100.6,7.0,715
couple_museums,Madrid,2,toptw,80,11.8992,0.8499,14,0.0,0.0,88.3,7.0,429
couple_museums,Madrid,2,toptw,100,12.6616,0.8441,15,0.0,0.0,86.2,7.5,562
couple_museums,Madrid,2,toptw,120,12.4939,0.8329,15,0.0,0.0,106.8,7.5,2358
couple_museums,Madrid,4,greedy,80,21.0709,0.8104,26,0.0,0.0,11.6,6.5,1845
couple_museums,Madrid,4,toptw,20,23.9643,0.8559,28,0.0,0.0,60.9,7.0,806
couple_museums,Madrid,4,toptw,40,22.1196,0.8508,26,0.0,0.0,71.2,6.5,461
couple_museums,Madrid,4,toptw,60,23.2117,0.8597,27,0.0,0.0,73.2,6.75,456
couple_museums,Madrid,4,toptw,80,21.1205,0.8448,25,0.0,0.0,56.7,6.25,511
couple_museums,Madrid,4,toptw,100,21.1222,0.8449,25,0.0,0.0,51.1,6.25,2835
couple_museums,Madrid,4,toptw,120,21.6105,0.8312,26,0.0,0.0,58.6,6.5,2420
young_solo_relax,Madrid,2,greedy,80,10.4967,0.5832,18,0.0,0.0,31.7,9.0,780
young_solo_relax,Madrid,2,toptw,20,8.0308,0.6178,13,0.0,0.0,86.1,6.5,959
young_solo_relax,Madrid,2,toptw,40,8.6847,0.579,15,0.0,0.0,53.9,7.5,664
young_solo_relax,Madrid,2,toptw,60,6.0242,0.6024,10,0.0,0.0,52.7,5.0,586
young_solo_relax,Madrid,2,toptw,80,9.4301,0.6287,15,0.0,0.0,96.7,7.5,365
young_solo_relax,Madrid,2,toptw,100,8.9973,0.5998,15,0.0,0.0,79.2,7.5,435
young_solo_relax,Madrid,2,toptw,120,8.9973,0.5998,15,0.0,0.0,79.2,7.5,352
young_solo_relax,Madrid,4,greedy,80,18.5824,0.5807,32,0.0,0.0,27.2,8.0,1725
young_solo_relax,Madrid,4,toptw,20,13.2784,0.6323,21,0.0,0.0,114.0,5.25,4478
young_solo_relax,Madrid,4,toptw,40,17.7478,0.5916,30,0.0,0.0,71.4,7.5,3975
young_solo_relax,Madrid,4,toptw,60,16.8101,0.5603,30,0.0,0.0,77.8,7.5,931
young_solo_relax,Madrid,4,toptw,80,17.4306,0.5623,31,0.0,0.0,48.3,7.75,432
young_solo_relax,Madrid,4,toptw,100,17.5902,0.5674,31,0.0,0.0,80.1,7.75,454
young_solo_relax,Madrid,4,toptw,120,17.7719,0.5554,32,0.0,0.0,60.6,8.0,2740
couple_generalist,Madrid,2,greedy,80,7.7397,0.645,12,0.0,0.0,57.8,6.0,680
couple_generalist,Madrid,2,toptw,20,7.7863,0.7078,11,0.0,0.0,61.3,5.5,216
couple_generalist,Madrid,2,toptw,40,9.5652,0.6832,14,0.0,0.0,75.7,7.0,254
couple_generalist,Madrid,2,toptw,60,9.2951,0.6639,14,0.0,0.0,75.0,7.0,346
couple_generalist,Madrid,2,toptw,80,11.2031,0.659,17,0.0,0.0,81.9,8.5,381
couple_generalist,Madrid,2,toptw,100,11.2031,0.659,17,0.0,0.0,81.9,8.5,481
